id,name,keywords
137c,Eye Of Ra Earrings,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'eye', 'of', 'ra', 'earrings']"
137f,Eye Of Ra Ring,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'eye', 'of', 'ra', 'ring', 'rings']"
1382,Tea Tree pore minimising Toner,"['women', 'men', 'makeup', 'cheek', 'cheeks ', 'skin', 'soft', 'body cafe', 'body ', 'cafe', 'glow', 'healthy ', 'benefits', 'spray', 'liquid ', 'face', 'toner', 'skincare', 'sebum', 'secretion ', 'acne ', 'pimples ', 'tanning', 'dullness ', 'oily ', 'organic ', 'vegan', 'tea ', 'tree', 'hydrating ', 'mist', 'toning ', 'sensitive ', 'pore', 'minimising ', 'spray ', 'unisex ']"
1385,Eye Of Ra Necklace,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'eye', 'of', 'ra', 'necklace', 'neck', 'lace']"
138a,Radiant Lotus Earrings,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'radiant', 'lotus', 'earrings', 'earring']"
1391,Sassy Cartouche Earrings - Scarlet Red,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'sassy', 'cartouche', 'earrings', 'scarlet', 'red']"
1398,Sassy Cartouche Earrings - Pristine White,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'sassy', 'cartouche', 'earrings', 'pristine', 'white', 'earring']"
139d,Pressed Flowers Classic Brief,"['underwear', 'under', 'wear', 'garments', 'inner', 'lingerie', 'brief', 'briefs', 'panty', 'boyshort', 'bikini', 'hipster', 'print', 'prints', 'seamless', 'coverage', 'waistband', 'waist', 'elasticated', 'elastic', 'low', 'high', 'mid', 'low waist', 'mid rise', 'high waist', 'women', 'girls', 'girl', 'cotton', 'printed', 'solid', 'lace', 'frill', 'support', 'pressed', 'flowers', 'classic ', 'equal', 'wear equal ', 'wearequal', 'mauve', 'lavender', 'purple', 'thong', 'basic']"
13ac,Rising Pharoah Earrings,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'rising', 'pharoah', 'earrings', 'earring']"
aa8c,Rising Pharaoh Rings,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'rising', 'pharaoh', 'rings']"
aa8f,Cheeky Spine Earrings,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'cheeky', 'spine', 'earrings', 'earring']"
aa92,Hazelnut Lip Balm,"['make', 'up', 'makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'body', 'cafe', 'body cafe', 'dry', 'dehydrated ', 'chapped', 'organic ', 'vegan', 'hazelnut', 'care', 'balm', 'tanned', 'pigmented ', 'mango', 'shea', 'butter', 'cocoa ', 'almond ', 'coconut ', 'non', 'tinted']"
aa93,Sleek Ziggurat Earrings,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'sleek', 'ziggurat', 'earrings']"
aa98,Blush Classic Brief,"['underwear', 'under', 'wear', 'garments', 'inner', 'lingerie', 'brief', 'briefs', 'panty', 'boyshort', 'bikini', 'hipster', 'print', 'prints', 'seamless', 'coverage', 'waistband', 'waist', 'elasticated', 'elastic', 'low', 'high', 'mid', 'low waist', 'mid rise', 'high waist', 'women', 'girls', 'girl', 'cotton', 'printed', 'solid', 'lace', 'frill', 'support', 'thong', 'basic', 'blush', 'peach', 'classic', 'equal', 'wearequal']"
aaa5,Vanilla Lip Balm,"['make', 'up', 'makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'body', 'cafe', 'body cafe', 'balm', 'vegan', 'dry', 'dehydrated ', 'chapped ', 'organic ', 'vanilla ', 'care', 'tinted', 'non', 'pigmented ', 'men', 'unisex', 'women', 'boys', 'boy', 'smooth', 'soft', 'anti bacterial ']"
aaa8,Sassy Menat Choker - Scarlet Red,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'sassy', 'menat', 'choker', 'scarlet', 'red']"
aaab,Sassy Menat Choker - Pristine White,"['gold', 'golden', '24k', 'festival', 'fest', 'fests', 'wedding', 'function', 'functions', 'ethnic', 'modern', 'indo', 'western', 'equiivalence', 'indian', 'india', 'women', 'accessory', 'accessories', 'jewellery', 'jewelleries', 'brass', 'plated', 'sassy', 'menat', 'choker', 'pristine', 'white']"
aaae,Berry Polka Classic Brief,"['underwear', 'under', 'wear', 'garments', 'inner', 'lingerie', 'brief', 'briefs', 'panty', 'boyshort', 'bikini', 'hipster', 'print', 'prints', 'seamless', 'coverage', 'waistband', 'waist', 'elasticated', 'elastic', 'low', 'high', 'mid', 'low waist', 'mid rise', 'high waist', 'women', 'girls', 'girl', 'cotton', 'printed', 'solid', 'lace', 'frill', 'support', 'thong', 'basic', 'berry', 'polka', 'classic', 'maroon', 'wear equal', 'equal']"
aabb,Wild Foxes Hipster,"['underwear', 'under', 'wear', 'garments', 'inner', 'lingerie', 'brief', 'briefs', 'panty', 'boyshort', 'bikini', 'hipster', 'print', 'prints', 'seamless', 'coverage', 'waistband', 'waist', 'elasticated', 'elastic', 'low', 'high', 'mid', 'low waist', 'mid rise', 'high waist', 'women', 'girls', 'girl', 'cotton', 'printed', 'solid', 'lace', 'frill', 'support', 'thong', 'basic', ' ', 'hipsters', 'rust', 'brown', 'wild', 'foxes', 'equal', 'wear equal']"
aac8,Melon Berry Lip Balm,"['make', 'up', 'makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'non', 'tinted', 'balms', 'balm', 'lips', 'tanned', 'tan', 'pigmented ', 'organic ', 'vegan ', 'mango', 'shea ', 'butter ', 'unrefined ', 'cocoa ', 'almond ', 'coconut ', 'hazelnut ', 'melon', 'berry', 'body', 'cafe', 'body cafe ', 'men', 'man', 'boys', 'boy', 'unisex ']"
aacb,Mango Lip Balm,"['make', 'up', 'makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'body ', 'cafe', 'body cafe', 'dry', 'chapped', 'lips', 'vegan ', 'non', 'tinted ', 'pigmented ', 'mangi ', 'tanned', 'pigment', 'mango', 'shea', 'butter ', 'unrefined ', 'almond ', 'coconut ', 'jojoba ', 'vitamin ', 'e', 'men', 'boys', 'unisex ', 'man', 'boy']"
aace,Citrus Lip Balm,"['make', 'up', 'makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'body', 'cafe', 'body cafe ', 'balm', 'vegan ', 'dry', 'dehydrated ', 'chapped ', 'organic ', 'citrus ', 'citric ', 'care', 'tinted ', 'non ', 'pigmented ', 'pigment ', 'men', 'unisex ', 'women', 'boys ', 'boy', 'smooth', 'soft', 'anti bacterial ']"
aad1,Coconut Lip Balm,"['make', 'up', 'makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'body', 'cafe', 'body cafe', 'balm', 'vegan', 'dry', 'dehydrated ', 'chapped ', 'organic ', 'coconut ', 'care', 'tinted ', 'non', 'pigmented ', 'men', 'pigment ', 'boys', 'unisex ', 'women', 'boy', 'smooth ', 'soft ', 'anti bacterial ']"
aad4,Coffee Caramel Lip Scrub,"['makeup', 'lip', 'glow', 'bright', 'college', 'party', 'office', 'meeting', 'meetings', 'trip', 'travel', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'type', 'formulation', 'features', 'feature', 'natural', 'extract', 'extracts', 'rough', 'patchy', 'chap', 'stick', 'smooth ', 'scrub ', 'firming ', 'organic ', 'coffee ', 'body', 'cafe', 'body cafe ', 'tanned ', 'pigmented ', 'chapped ', 'dry', 'lips ', 'avocado oil', 'men', 'women', 'unisex ', 'boys', 'girls', 'liquid ', 'cream', 'caramel ', 'vanilla ']"
aad7,Eucalyptus Body Wash,"['organic ', 'body', 'wash', 'germ', 'protection ', 'fighting ', 'women', 'men', 'body wash ', 'moisturizing ', 'vegan ', 'unisex ', 'bath', 'lady', 'gent', 'features ', 'radiance ', 'healthy ', 'glow', 'cafe', 'body cafe', 'liquid ', 'eucalyptus ', 'rashes ', 'itchiness ', 'dry', 'vegan', 'coconut ', 'boys', 'cleanser ', 'bathing ']"
aada,Bamboo Charcoal Face & Body Scrub,"['face wash', 'face', 'wash', 'charcoal ', 'scrub ', 'body', 'cafe', 'body cafe ', 'mimosa ', 'petal', 'organic ', 'blackhead ', 'white head', 'skin', 'firming', 'unisex ', 'men', 'women', 'girls', 'boys', 'vegan', 'liquid ', 'cream', 'bamboo ', 'soft', 'healthy ', 'radiance ', 'protect ', 'formulation ', 'features', 'oily', 'acne', 'pimples', 'oil', 'firming ', 'glow', 'brightening ', 'youth', 'circulation', 'dull', 'uneven ', 'black ']"
aadd,Turmeric Ginger Face & Body Scrub,"['cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'liquid ', 'face', 'body', 'scrub', 'blackheads', 'whiteheads ', 'white ', 'head', 'firming ', 'elasticity ', 'dullness', 'de tan ', 'detan ', 'brightening ', 'pigmentation ', 'turmeric ', 'organic ', 'vegan', 'avocado ', 'oil']"
aae0,Indian Basil & Vetiver Body Butter,"['shea ', 'butter ', 'mango butter', 'cocoa ', 'essential oil', 'mango', 'shea', 'coconut ', 'oil', 'almond ', 'vegan', 'organic ', 'handmade ', 'body', 'glow', 'dry', 'skin', 'moisturising ', 'sensitive ', 'normal ', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'soft', 'cream', 'protection', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'women', 'body cafe', 'cafe', 'men', 'unisex ', 'boys']"
aae3,Lily of the valley Body Butter,"['make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'body', 'cafe', 'body cafe', 'dry', 'dull', 'dehydrated ', 'women', 'butter', 'lotion', 'lily ', 'valley', 'organic ', 'vegan', 'shea', 'mango', 'cocoa', 'essential ', 'handmade ', 'sensitive ']"
aaeb,Hair Growth Oil ,"['hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'women', 'body cafe', 'body ', 'cafe', 'ayurvedic ', 'loss', 'onion ', 'coconut ', 'sesame ', 'hemp', 'curry ', 'leaves ', 'dry', 'damaged', 'smooth', 'split', 'conditioning ', 'grey', 'greying ', 'treatment ', 'frizz', 'growth']"
aaf5,Beard Cream,"['men', 'body', 'cafe', 'body cafe', 'boy', 'beard', 'cream', 'dry', 'frizzy ', 'beards ', 'normal', 'skin', 'organic ', 'vegan ', 'frankincence ', 'grooming ', 'groom', 'aloe ', 'vera', 'gel', 'hemp', 'seed', 'oil', 'unrefined ', 'mango ', 'natural ', 'cruelty ', 'softener ', 'conditioner ', 'smooth ', 'soft ', 'balm', 'skincare ', ""men's "", 'groom ', 'personal', 'care', 'bodycafes', 'boys', 'gent', 'gents', 'grooming', 'style', 'styling', 'growth', 'moustache', 'mouch', 'hair', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'regrowth', 're', 'itchy', 'itch', 'patchy', 'patches', 'dense']"
aaf8,Beard Oil,"['organic ', 'beard', 'natural ', 'vegan ', 'cruelty ', 'gree', 'oil', 'softener ', 'conditioner ', 'smooth ', 'soft ', 'balm', 'growth ', 'skincare', 'grooming ', 'men', ""men's "", 'body', 'cafe', 'body cafe', 'frankincense ', 'mimosa', 'coconut ', 'almond ', 'castor ', 'boys', 'boy', 'soft', 'gent', 'gents', 'grooming', 'groom', 'style', 'styling', 'growth', 'moustache', 'mouch', 'hair', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'care', 'regrowth', 're', 'itchy', 'itch', 'patchy', 'patches', 'dense']"
0ca6,After Shave Cream,"['organic ', 'shave', 'cream ', 'natural', 'vegan', 'after', 'cruelty ', 'free', 'shaving ', 'cuts', 'kit', 'moisturizer ', 'men', 'balm', 'skincare ', ""men's"", 'boys', 'shea', 'argan ', 'jojoba ', 'coconut ', 'oil', 'frankincense', 'frankincense & mimosa', ' mimosa', 'cream', 'body', 'cafe', 'body cafe', 'razor', 'burn', 'smooth ', 'moisturized ', 'boy', 'gent', 'gents', 'grooming', 'groom', 'style', 'styling', 'beard', 'growth', 'moustache', 'mouch', 'hair', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'type', 'formulation', 'features', 'feature', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'care', 'regrowth', 're', 'itchy', 'itch', 'patchy', 'patches', 'dense']"
0ca9,Hand & Nail Cream,"['skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'body', 'cafe', 'body cafe ', 'brittle ', 'nails ', 'dry', 'hands ', 'dehydrated ', 'stained ', 'dead ', 'cell', 'normal', 'vegan', 'organic ', 'essential ', 'oils', 'cracked ', 'heels', 'repair ', 'foot ', 'balm', 'conditioner ', 'women']"
0cac,Pedi Butter,"['skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'foot', 'body ', 'cafe', 'body cafe', 'nails ', 'brittle ', 'dry', 'feet', 'dehydrated ', 'stained ', 'dead ', 'cell', 'normal', 'vegan ', 'organic ', 'essential ', 'oils', 'cracked ', 'heels', 'repair ', 'balm', 'conditioner ', 'women']"
0caf,Cuticle Oil,"['cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'shaadi', 'trip', 'travel', 'function', 'long', 'event', 'casusal', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'body', 'cafe', 'body cafe', 'dry', 'oil', 'vegan', 'essential ', 'oils', 'repair ', 'heels', 'cracked', 'balm', 'conditioner ', 'women', 'brittle ', 'nails', 'hand']"
0cb2,Aloe Vera Gel,"['cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'dehydrated ', 'aloe ', 'vera', 'gel', 'body', 'cafe', 'body cafe', 'dullness ', 'burns ', 'sebum', 'secretion ', 'normal', 'oily', 'dry', 'acne', 'women', 'girls ', 'pimples', 'de', 'tan', 'de tan', 'detan', 'colourless ', 'pure', 'organic ', 'vegan ', 'unisex', 'men', 'boys', 'girls']"
0cb5,Rose Water,"['up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'rose', 'water', 'real', 'colourless ', 'hydrating ', 'mist', 'toner', 'facial', 'oily', 'oil', 'acne', 'pimples ', 'organic ', 'vegan ', 'petal ', 'hydrosol ']"
0cbb,Toilet Seat Spray,"['toilet ', 'spray', 'body', 'cafe', 'body cafe', 'seat', 'germ', 'free', 'protection', 'fighting ', 'spray ', 'cleaner ', 'disinfectant ', 'distilled ', 'water ', 'isopropyl ', 'alcohol ', 'oregano ', 'wellness ', 'cleanliness ', 'covid ', 'protect ', 'unisex ', 'personal ', 'hygiene ', 'grooming ']"
0cc1,Intimate Wash Men,"['men', 'boys', 'intimate ', 'hygiene ', 'liquid ', 'bottle ', 'wash', 'rose', 'rosemary ', 'mary', 'genital ', 'fragrance ', 'chemical ', 'free', 'organic ', 'body', 'body cafe', 'cafe', 'germ', 'protection ', 'fighting ', ""men's "", 'cleanser ', 'clean ', 'foam', 'oil ', 'man', 'personal ']"
0cc4,Intimate Wash Women,"['women', 'lavender ', 'girls ', 'intimate ', 'hygiene ', 'liquid ', 'bottle ', 'wash ', 'genital ', 'fragrance ', 'chemical ', 'free ', 'organic ', 'body ', 'body cafe ', 'cafe', 'germ', 'protection ', 'fighting ', ""women's"", 'cleanser ', 'clean ', 'foam ', 'oil', 'woman ', 'personal ']"
0cca,Soap Nut Kernels,"['soap ', 'nut ', 'kernels ', 'germ', 'germs ', 'protection ', 'fighting ', 'fabric ', 'detergent ', 'grooming ', 'essential ', 'covid ', 'conditioner ', 'softener ', 'cleaner ', 'washing ', 'powder ', 'soap nuts', 'citronella ', 'lemon ', 'grass ', 'organic ', 'vegan ', 'body', 'body cafe', 'cafe', 'solid', 'home ', 'care', 'skin', 'soap', 'cleanser ', 'cleaning ', 'wash']"
0ccd,Wellness gift set,"['gift', 'body', 'cafe', 'body cafe', 'organic ', 'intimate ', 'wash', 'fragrance ', 'vaginal ', 'insect ', 'repellent ', 'spray', 'pet', 'friendly ', 'travel', 'essential ', 'oil', 'mosquito ', 'sanitizer ', 'liquid ', 'toilet ', 'seat ', 'disinfectant ', 'muscle ', 'pain', 'joint', 'muscular ', 'ache', 'cramp ', 'nilgiri ', 'ayurvedic ', 'balm']"
0cd0,Spa range gift set,"['nail', 'cream', 'hand ', 'moisturizer ', 'lotion', 'foot', 'cracked ', 'heels ', 'heel', 'repair ', 'balm ', 'cuticle ', 'aromatherapy ', 'gift', 'box', 'set', 'sress', 'relief ', 'spa', 'manicure', 'pedicure ', 'body', 'cafe', 'body cafe', 'pack']"
0cd3,Bath Royale gift set,"['body', 'cafe', 'body cafe', 'women ', 'unisex ', 'men', 'soap', 'gift', 'box', 'soaps ', 'sets ', 'bathing ', 'bars ', 'bath sets ', 'charcoal ', 'turmeric ', 'oatmilk ', 'rose', 'hemp', 'hemp soap ', 'coffee ', 'handmade ', 'organic ', 'cold ', 'processed ', 'artisan ', 'set', 'bath', 'hygiene ', 'dark', 'knight ', 'golden', 'hour']"
0cd6,Men's gift set,"['gift', 'pack', 'set', 'body', 'cafe', 'body cafe', 'organic ', 'beard', 'cream', 'softener ', 'conditioner ', 'smooth ', 'soft', 'oil', 'vegan ', 'cruelty ', 'free', 'men', 'balm', 'cuts', 'shaving ', 'skincare', ""men's "", 'grooming ', 'box', 'hygiene ', 'gift ', 'gift']"
0cd9,Sanitizer (80% Alcohol) 60ml,"['spray', 'bottle ', 'men', 'women', 'hygiene ', 'sanitizer ', 'alcohol ', 'liquid', 'isopropyl alcohol ', 'distilled water ', 'oregano ', 'basil', 'extract ', 'polysorbate ', 'aloe', 'vera', 'glycerine ', 'indian ', 'gel', 'liquid ', 'disinfectant ', 'germ ', 'free', 'hand', 'protection', 'unisex']"
0cdc,Sanitizer (80% Alcohol) 100 ml,"['spray', 'bottle ', 'men', 'women', 'hygiene ', 'sanitizer ', 'alcohol ', 'liquid ', 'isopropyl alcohol', 'distilled water', 'oregano', 'basil ', 'extract ', ' polysorbate', 'aloe', 'vera', 'glycerin ', 'indian ', 'gel', 'disinfectant ', 'germ', 'free', 'hand ', 'protection ', 'unisex']"
0cdf,Shades of Women Classic Brief,"['underwear', 'under', 'wear', 'garments', 'inner', 'lingerie', 'brief', 'briefs', 'panty', 'boyshort', 'bikini', 'hipster', 'print', 'prints', 'seamless', 'coverage', 'waistband', 'waist', 'elasticated', 'elastic', 'low', 'high', 'mid', 'low waist', 'mid rise', 'high waist', 'women', 'girls', 'girl', 'cotton', 'printed', 'solid', 'lace', 'frill', 'support', 'thong', 'basic', 'black', 'ink', 'shades', 'of ', 'classic', 'wear equal', 'equal', 'wearequal']"
0cec,Vintage Lace Khaki Boy-Shorts,"['underwear', 'under', 'wear', 'garments', 'inner', 'lingerie', 'brief', 'briefs', 'panty', 'boyshort', 'bikini', 'hipster', 'print', 'prints', 'seamless', 'coverage', 'waistband', 'waist', 'elasticated', 'elastic', 'low', 'high', 'mid', 'low waist', 'mid rise', 'high waist', 'women', 'girls', 'girl', 'cotton', 'printed', 'solid', 'lace', 'frill', 'support', 'thong', 'basic', 'boy', 'short', 'shorts', 'boy short', 'nude', 'lycra', 'vintage', 'khaki', 'beige', 'brown', 'equal', 'wear equal', 'wearequal']"
0cf5,Ajrakh Night Suit With Eye Mask,"['women', 'womens', 'girl', 'girls', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'design', 'graphic', 'plain', 'casual', 'fabric', 'length', 'waist', 'rise', 'fit', 'pattern', 'colour', 'color', 'night suit', 'night', 'suit', 'comfortable', 'lounge wear', 'off', 'white', 'off white', 'red', 'printed', 'print', 'ajrakh', 'with', 'eye', 'mask', 'eye mask', 'rapra', 'the', 'lable', 'rapra the lable']"
0cfe,Blue Booti Night Suit With Eye Mask,"['women', 'womens', 'girl', 'girls', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'design', 'graphic', 'plain', 'casual', 'fabric', 'length', 'waist', 'rise', 'fit', 'pattern', 'colour', 'color', 'night suit', 'night', 'suit', 'comfortable', 'lounge wear', 'blue', 'booti', 'with', 'eye', 'mask', 'notched', 'collar', '3/4', 'sleeves', 'cotton', 'premium cotton', 'rapra', 'the', 'lable', 'rapra the lable']"
